-0.24	0.24	0.89
-0.24	0.24	0.88
-0.24	0.24	0.89
-0.24	0.25	0.90
-0.24	0.25	0.90
-0.24	0.25	0.90
-0.25	0.25	0.90
-0.26	0.25	0.90
-0.27	0.25	0.90
-0.27	0.25	0.89
-0.26	0.25	0.90
-0.26	0.26	0.89
-0.26	0.25	0.90
-0.25	0.25	0.91
-0.25	0.26	0.91
-0.24	0.25	0.91
-0.25	0.26	0.92
-0.25	0.27	0.93
-0.26	0.26	0.93
-0.26	0.26	0.93
-0.28	0.26	0.93
-0.26	0.26	0.93
-0.26	0.26	0.93
-0.27	0.24	0.91
-0.26	0.26	0.92
-0.27	0.25	0.91
-0.27	0.24	0.91
-0.27	0.25	0.91
-0.27	0.24	0.91
-0.27	0.25	0.91
-0.27	0.26	0.91
-0.26	0.26	0.92
-0.27	0.27	0.92
-0.27	0.26	0.92
-0.27	0.26	0.91
-0.27	0.26	0.90
-0.28	0.25	0.90
-0.29	0.24	0.89
-0.28	0.24	0.88
-0.29	0.25	0.88
-0.28	0.23	0.88
-0.28	0.25	0.88
-0.28	0.25	0.89
-0.27	0.25	0.88
-0.27	0.24	0.88
-0.26	0.25	0.89
-0.27	0.23	0.88
-0.26	0.24	0.88
-0.27	0.24	0.89
-0.27	0.25	0.89
-0.28	0.26	0.90
-0.27	0.25	0.90
-0.29	0.25	0.88
-0.27	0.24	0.89
-0.27	0.24	0.88
-0.27	0.23	0.88
-0.27	0.23	0.88
-0.28	0.23	0.88
-0.27	0.24	0.89
-0.28	0.25	0.89
-0.27	0.25	0.90
-0.27	0.25	0.90
-0.26	0.24	0.91
-0.26	0.25	0.91
-0.27	0.25	0.91
-0.27	0.25	0.91
-0.27	0.25	0.91
-0.26	0.25	0.91
-0.27	0.24	0.90
-0.27	0.24	0.90
-0.26	0.24	0.90
-0.27	0.25	0.90
-0.26	0.26	0.91
-0.28	0.25	0.90
-0.27	0.25	0.91
-0.28	0.26	0.91
-0.28	0.25	0.90
-0.28	0.25	0.89
-0.29	0.25	0.89
-0.29	0.24	0.88
-0.28	0.24	0.88
-0.28	0.24	0.88
-0.27	0.25	0.89
-0.27	0.25	0.90
-0.27	0.25	0.90
-0.27	0.25	0.90
-0.27	0.25	0.90
-0.28	0.25	0.89
-0.29	0.24	0.89
-0.29	0.24	0.89
-0.29	0.24	0.89
-0.28	0.24	0.88
-0.28	0.24	0.88
-0.27	0.24	0.88
-0.27	0.24	0.88
-0.28	0.24	0.88
-0.28	0.24	0.88
-0.28	0.24	0.88
-0.28	0.24	0.88
-0.28	0.24	0.88
-0.28	0.24	0.88
-0.29	0.24	0.89
-0.28	0.24	0.89
-0.28	0.24	0.89
-0.27	0.24	0.89
-0.27	0.24	0.89
-0.27	0.24	0.90
-0.27	0.24	0.90
-0.27	0.25	0.91
-0.27	0.24	0.91
-0.28	0.24	0.91
-0.28	0.24	0.91
-0.28	0.25	0.91
-0.28	0.25	0.91
-0.28	0.24	0.90
-0.28	0.24	0.90
-0.28	0.24	0.90
-0.28	0.24	0.90
-0.28	0.25	0.90
-0.28	0.25	0.91
-0.28	0.25	0.90
-0.28	0.24	0.90
-0.28	0.24	0.89
-0.29	0.24	0.89
-0.29	0.23	0.89
-0.29	0.24	0.89
-0.29	0.24	0.89
-0.29	0.24	0.90
-0.29	0.24	0.90
-0.29	0.24	0.90
-0.29	0.24	0.90
-0.28	0.24	0.90
-0.29	0.24	0.89
-0.28	0.24	0.90
-0.29	0.24	0.89
-0.28	0.24	0.89
-0.28	0.24	0.89
-0.28	0.24	0.89
-0.29	0.24	0.88
-0.29	0.24	0.88
-0.28	0.23	0.88
-0.28	0.24	0.88
-0.28	0.23	0.88
-0.28	0.24	0.89
-0.27	0.25	0.90
-0.28	0.25	0.89
-0.28	0.22	0.90
-0.28	0.25	0.90
-0.29	0.24	0.90
-0.28	0.24	0.89
-0.28	0.24	0.89
-0.28	0.24	0.89
-0.28	0.24	0.89
-0.29	0.24	0.89
-0.29	0.24	0.88
-0.29	0.24	0.88
-0.29	0.25	0.89
-0.29	0.25	0.89
-0.28	0.25	0.90
-0.28	0.26	0.90
-0.28	0.28	0.90
-0.28	0.30	0.89
-0.29	0.32	0.89
-0.32	0.34	0.89
-0.35	0.38	0.91
-0.39	0.42	0.94
-0.43	0.47	1.01
-0.45	0.53	1.08
-0.46	0.57	1.18
-0.49	0.63	1.21
-0.40	0.73	1.38
-0.41	0.82	1.47
-0.43	0.83	1.48
-0.40	0.88	1.54
-0.37	0.90	1.63
-0.33	0.88	1.68
-0.30	0.83	1.70
-0.28	0.79	1.70
-0.28	0.72	1.67
-0.28	0.62	1.63
-0.31	0.58	1.57
-0.35	0.54	1.51
-0.38	0.47	1.47
-0.36	0.44	1.44
-0.33	0.39	1.40
-0.30	0.34	1.36
-0.27	0.29	1.30
-0.23	0.22	1.23
-0.22	0.14	1.15
-0.20	0.08	1.07
-0.15	-0.02	0.98
-0.07	-0.15	0.85
-0.02	-0.24	0.66
0.04	-0.35	0.48
0.10	-0.50	0.27
0.16	-0.60	0.01
0.22	-0.65	-0.25
0.29	-0.74	-0.45
0.46	-0.77	-0.57
0.64	-0.75	-0.61
0.75	-0.73	-0.64
0.85	-0.66	-0.61
0.95	-0.61	-0.53
0.99	-0.56	-0.46
0.98	-0.52	-0.39
0.89	-0.47	-0.31
0.76	-0.37	-0.18
0.66	-0.26	-0.02
0.58	-0.17	0.14
0.49	-0.11	0.30
0.37	-0.05	0.46
0.28	-0.00	0.63
0.20	0.05	0.81
0.11	0.09	0.98
0.03	0.13	1.15
-0.06	0.18	1.30
-0.13	0.20	1.46
-0.20	0.26	1.52
-0.24	0.31	1.62
-0.27	0.30	1.68
-0.26	0.35	1.75
-0.27	0.40	1.77
-0.25	0.41	1.78
-0.24	0.41	1.77
-0.23	0.43	1.73
-0.22	0.45	1.71
-0.22	0.45	1.68
-0.21	0.49	1.63
-0.21	0.49	1.58
-0.22	0.49	1.51
-0.27	0.50	1.44
-0.30	0.51	1.36
-0.33	0.50	1.28
-0.35	0.48	1.20
-0.39	0.45	1.13
-0.44	0.43	1.06
-0.49	0.42	1.01
-0.53	0.42	0.98
-0.57	0.42	0.96
-0.59	0.43	0.94
-0.58	0.44	0.94
-0.61	0.43	0.90
-0.62	0.40	0.87
-0.66	0.37	0.83
-0.73	0.33	0.79
-0.82	0.32	0.76
-0.88	0.30	0.74
-0.96	0.26	0.69
-1.04	0.24	0.64
-1.11	0.24	0.60
-1.16	0.22	0.60
-1.20	0.17	0.61
-1.24	0.16	0.61
-1.36	0.10	0.62
-1.33	0.05	0.70
-1.36	0.09	0.78
-1.42	0.11	0.85
-1.45	0.17	0.92
-1.44	0.23	0.94
-1.36	0.25	0.95
-1.20	0.20	0.95
-0.98	0.12	0.95
-0.79	0.05	0.94
-0.65	-0.00	0.94
-0.52	-0.05	0.96
-0.44	-0.05	0.97
-0.34	-0.06	0.99
-0.13	-0.07	1.02
0.19	-0.10	1.12
0.61	-0.18	1.23
0.81	0.09	1.41
0.76	-0.10	1.34
0.73	0.03	1.22
0.72	0.10	1.27
0.66	-0.00	1.22
0.80	0.01	1.17
1.00	0.07	1.27
1.11	0.02	1.31
1.17	0.02	1.32
1.17	0.08	1.35
1.19	0.12	1.36
1.06	0.14	1.37
0.86	0.19	1.31
0.66	0.21	1.29
0.59	0.28	1.23
0.45	0.39	1.27
0.29	0.23	1.16
0.20	0.16	1.06
0.12	0.17	1.02
0.06	0.18	0.97
0.02	0.13	0.95
-0.03	0.14	0.94
-0.06	0.14	0.94
-0.08	0.16	0.97
-0.09	0.17	1.00
-0.08	0.21	1.04
-0.09	0.25	1.06
-0.11	0.28	1.07
-0.13	0.32	1.06
-0.15	0.34	1.06
-0.16	0.35	1.05
-0.19	0.40	1.02
-0.22	0.45	0.98
-0.24	0.51	0.96
-0.27	0.60	0.94
-0.32	0.69	0.92
-0.33	0.77	0.95
-0.26	0.87	1.04
-0.13	0.94	1.18
0.11	0.99	1.36
0.47	1.07	1.62
0.80	1.24	1.80
1.08	1.34	2.06
1.36	1.37	2.36
1.56	1.45	2.53
1.59	1.47	2.65
1.48	1.37	2.75
1.33	1.18	2.63
1.01	0.83	2.45
0.50	0.36	2.00
-0.07	-0.21	1.41
-0.70	-0.68	0.61
-1.22	-0.96	-0.22
-1.38	-1.05	-0.68
-1.21	-0.90	-0.67
-0.97	-0.86	-0.50
-0.85	-0.77	-0.26
-0.72	-0.64	0.04
-0.66	-0.51	0.31
-0.68	-0.45	0.52
-0.75	-0.43	0.65
-0.77	-0.38	0.79
-0.68	-0.33	0.79
-0.52	-0.28	0.77
-0.35	-0.25	0.74
-0.23	-0.26	0.72
-0.12	-0.26	0.72
0.04	-0.21	0.75
0.18	-0.14	0.81
0.25	-0.09	0.85
0.25	-0.06	0.86
0.22	-0.01	0.85
0.17	-0.01	0.86
0.11	-0.07	0.92
0.01	-0.09	0.99
-0.05	-0.12	1.01
-0.08	-0.13	1.09
-0.11	-0.10	1.15
-0.17	-0.08	1.17
-0.22	-0.06	1.15
-0.22	-0.04	1.14
-0.22	0.02	1.10
-0.15	0.06	1.08
0.04	0.07	1.08
0.29	0.05	1.06
0.51	0.06	1.05
0.72	0.09	1.07
0.96	0.18	1.13
1.13	0.29	1.20
1.28	0.39	1.27
1.39	0.48	1.32
1.42	0.54	1.35
1.41	0.57	1.38
1.34	0.63	1.39
1.27	0.69	1.38
1.17	0.72	1.37
1.08	0.74	1.36
1.01	0.73	1.36
0.87	0.72	1.32
0.70	0.68	1.27
0.50	0.68	1.23
0.31	0.66	1.20
0.10	0.60	1.18
-0.12	0.54	1.16
-0.32	0.54	1.15
-0.47	0.58	1.14
-0.58	0.61	1.13
-0.64	0.65	1.08
-0.67	0.71	1.00
-0.61	0.75	0.93
-0.50	0.75	0.86
-0.36	0.74	0.77
-0.25	0.71	0.67
-0.17	0.70	0.55
-0.09	0.71	0.45
-0.04	0.71	0.35
0.02	0.73	0.23
0.07	0.75	0.14
0.16	0.77	0.07
0.24	0.76	0.02
0.33	0.76	-0.03
0.41	0.75	-0.05
0.53	0.72	-0.05
0.67	0.66	-0.02
0.76	0.57	-0.00
0.82	0.49	0.02
0.84	0.42	0.05
0.84	0.31	0.07
