-0.33	0.59	1.00
-0.32	0.59	1.00
-0.32	0.57	0.99
-0.31	0.48	0.98
-0.30	0.51	0.97
-0.32	0.57	0.94
-0.35	0.59	0.92
-0.35	0.57	0.90
-0.34	0.55	0.91
-0.33	0.55	0.89
-0.32	0.55	0.87
-0.29	0.56	0.86
-0.28	0.58	0.86
-0.27	0.59	0.86
-0.27	0.59	0.86
-0.27	0.58	0.86
-0.28	0.57	0.84
-0.28	0.57	0.83
-0.27	0.57	0.83
-0.27	0.58	0.81
-0.27	0.57	0.80
-0.28	0.57	0.79
-0.28	0.58	0.77
-0.29	0.58	0.77
-0.29	0.58	0.78
-0.29	0.58	0.78
-0.30	0.56	0.79
-0.30	0.55	0.80
-0.30	0.56	0.79
-0.29	0.55	0.77
-0.30	0.53	0.77
-0.34	0.52	0.75
-0.41	0.49	0.72
-0.45	0.47	0.68
-0.43	0.45	0.67
-0.37	0.46	0.69
-0.35	0.46	0.69
-0.37	0.46	0.69
-0.36	0.45	0.70
-0.41	0.43	0.70
-0.39	0.41	0.73
-0.39	0.43	0.76
-0.40	0.44	0.73
-0.42	0.42	0.75
-0.41	0.40	0.75
-0.38	0.40	0.72
-0.42	0.38	0.73
-0.41	0.39	0.70
-0.44	0.38	0.71
-0.46	0.37	0.73
-0.42	0.36	0.69
-0.41	0.36	0.69
-0.45	0.36	0.70
-0.46	0.36	0.70
-0.45	0.36	0.70
-0.45	0.36	0.71
-0.47	0.37	0.71
-0.48	0.39	0.70
-0.47	0.40	0.71
-0.45	0.41	0.73
-0.43	0.41	0.75
-0.43	0.42	0.76
-0.42	0.42	0.76
-0.42	0.42	0.76
-0.43	0.43	0.76
-0.43	0.44	0.75
-0.43	0.44	0.76
-0.42	0.44	0.77
-0.41	0.44	0.78
-0.40	0.44	0.78
-0.41	0.45	0.78
-0.41	0.45	0.78
-0.40	0.45	0.78
-0.39	0.44	0.78
-0.40	0.46	0.78
-0.40	0.48	0.80
-0.40	0.49	0.82
-0.39	0.46	0.84
-0.39	0.48	0.84
-0.37	0.48	0.79
-0.35	0.43	0.73
-0.40	0.42	0.83
-0.38	0.48	0.83
-0.37	0.50	0.82
-0.36	0.46	0.82
-0.35	0.44	0.83
-0.35	0.46	0.83
-0.36	0.48	0.84
-0.36	0.48	0.85
-0.35	0.47	0.85
-0.35	0.46	0.85
-0.35	0.45	0.84
-0.36	0.44	0.83
-0.37	0.43	0.82
-0.38	0.43	0.82
-0.38	0.43	0.82
-0.37	0.44	0.83
-0.36	0.43	0.82
-0.35	0.42	0.82
-0.36	0.41	0.81
-0.36	0.40	0.80
-0.37	0.39	0.79
-0.37	0.38	0.78
-0.36	0.38	0.79
-0.34	0.39	0.80
-0.32	0.39	0.81
-0.33	0.39	0.82
-0.35	0.39	0.82
-0.37	0.39	0.83
-0.37	0.39	0.83
-0.36	0.38	0.83
-0.34	0.37	0.82
-0.33	0.36	0.82
-0.32	0.36	0.81
-0.33	0.36	0.80
-0.35	0.36	0.80
-0.35	0.35	0.79
-0.35	0.35	0.79
-0.34	0.35	0.79
-0.34	0.35	0.79
-0.34	0.35	0.79
-0.34	0.35	0.79
-0.33	0.34	0.79
-0.33	0.34	0.79
-0.33	0.33	0.79
-0.33	0.33	0.79
-0.33	0.33	0.79
-0.33	0.33	0.79
-0.33	0.34	0.80
-0.34	0.34	0.80
-0.34	0.35	0.81
-0.34	0.35	0.82
-0.34	0.34	0.82
-0.33	0.34	0.82
-0.33	0.34	0.83
-0.33	0.34	0.83
-0.33	0.34	0.83
-0.33	0.35	0.83
-0.33	0.35	0.83
-0.33	0.36	0.83
-0.33	0.35	0.84
-0.33	0.34	0.84
-0.33	0.34	0.84
-0.33	0.34	0.84
-0.33	0.34	0.84
-0.33	0.35	0.84
-0.33	0.35	0.85
-0.32	0.35	0.86
-0.30	0.35	0.87
-0.30	0.35	0.88
-0.30	0.36	0.89
-0.29	0.38	0.91
-0.30	0.40	0.94
-0.30	0.44	0.98
-0.29	0.47	1.03
-0.28	0.49	1.09
-0.24	0.50	1.14
-0.20	0.52	1.20
-0.16	0.55	1.25
-0.08	0.59	1.36
-0.22	0.69	1.45
-0.27	0.77	1.55
-0.29	0.82	1.68
-0.24	0.84	1.81
-0.12	0.87	1.89
0.01	0.93	1.96
0.05	0.93	1.91
0.08	0.89	1.90
