-0.22	0.16	1.05
-0.22	0.18	1.06
-0.20	0.19	1.02
-0.19	0.18	0.99
-0.20	0.15	0.97
-0.22	0.13	0.96
-0.22	0.12	0.95
-0.23	0.09	0.94
-0.24	0.07	0.94
-0.27	0.07	0.93
-0.29	0.08	0.94
-0.30	0.09	0.94
-0.31	0.10	0.95
-0.33	0.11	0.95
-0.36	0.11	0.95
-0.38	0.10	0.95
-0.40	0.07	0.96
-0.39	0.05	0.98
-0.37	0.05	0.98
-0.36	0.07	0.97
-0.32	0.09	0.97
-0.30	0.10	0.98
-0.29	0.11	0.98
-0.27	0.16	0.97
-0.26	0.19	0.95
-0.27	0.19	0.95
-0.29	0.18	0.95
-0.29	0.17	0.96
-0.29	0.16	0.96
-0.29	0.17	0.95
-0.30	0.19	0.96
-0.32	0.19	0.96
-0.34	0.19	0.96
-0.35	0.19	0.96
-0.36	0.19	0.95
-0.35	0.21	0.94
-0.35	0.21	0.94
-0.33	0.20	0.94
-0.32	0.18	0.95
-0.31	0.18	0.95
-0.31	0.18	0.95
-0.31	0.18	0.95
-0.31	0.18	0.94
-0.31	0.18	0.95
-0.33	0.18	0.96
-0.33	0.19	0.98
-0.33	0.20	1.00
-0.32	0.21	1.00
-0.30	0.21	1.00
-0.27	0.21	1.01
-0.25	0.25	0.99
-0.23	0.24	1.00
-0.20	0.22	1.02
-0.21	0.21	1.03
-0.22	0.22	1.03
-0.23	0.24	1.02
-0.24	0.24	1.02
-0.23	0.24	1.02
-0.22	0.25	1.02
-0.20	0.27	1.01
-0.19	0.27	1.00
-0.19	0.25	0.99
-0.18	0.24	0.97
-0.18	0.23	0.96
-0.18	0.21	0.94
-0.19	0.20	0.91
-0.19	0.19	0.89
-0.21	0.19	0.88
-0.23	0.19	0.86
-0.21	0.18	0.88
-0.23	0.19	0.87
-0.23	0.21	0.85
-0.22	0.23	0.86
-0.20	0.25	0.87
-0.19	0.26	0.89
-0.20	0.27	0.89
-0.20	0.26	0.89
-0.20	0.25	0.88
-0.20	0.25	0.88
-0.19	0.25	0.87
-0.18	0.26	0.87
-0.16	0.28	0.87
-0.15	0.29	0.88
-0.14	0.29	0.90
-0.14	0.31	0.91
-0.13	0.33	0.91
-0.13	0.34	0.89
-0.12	0.33	0.90
-0.10	0.32	0.93
-0.09	0.30	0.95
-0.09	0.30	0.95
-0.09	0.30	0.97
-0.08	0.32	0.98
-0.06	0.34	0.99
-0.02	0.34	1.00
0.01	0.33	1.02
0.03	0.33	1.03
0.04	0.33	1.03
0.02	0.34	1.03
0.01	0.37	1.03
0.02	0.40	1.03
0.02	0.41	1.05
0.04	0.41	1.08
0.05	0.40	1.11
0.05	0.39	1.12
0.04	0.38	1.13
-0.00	0.38	1.13
-0.02	0.38	1.13
-0.01	0.39	1.13
0.01	0.40	1.13
0.03	0.40	1.16
0.03	0.40	1.18
0.02	0.41	1.19
0.01	0.41	1.19
0.00	0.41	1.19
-0.00	0.41	1.18
0.00	0.40	1.15
0.02	0.38	1.14
0.03	0.37	1.12
0.04	0.35	1.10
0.04	0.32	1.09
0.03	0.30	1.07
0.00	0.28	1.05
-0.03	0.29	1.03
-0.04	0.31	0.99
-0.02	0.32	0.96
0.02	0.31	0.98
0.05	0.32	0.95
0.07	0.34	0.95
0.07	0.34	0.97
0.07	0.33	0.97
0.09	0.33	0.97
0.11	0.32	0.97
0.13	0.31	0.96
0.13	0.30	0.94
0.10	0.29	0.94
0.07	0.27	0.91
0.06	0.29	0.90
0.05	0.30	0.90
0.06	0.31	0.91
0.09	0.32	0.92
0.12	0.33	0.93
0.16	0.35	0.93
0.19	0.37	0.92
0.21	0.37	0.91
0.21	0.36	0.89
0.22	0.33	0.86
0.21	0.29	0.84
0.20	0.26	0.81
0.17	0.26	0.79
0.16	0.27	0.76
0.15	0.28	0.74
0.15	0.29	0.71
0.15	0.30	0.68
0.13	0.31	0.64
0.12	0.31	0.59
0.10	0.31	0.54
0.11	0.33	0.49
0.12	0.33	0.45
0.12	0.29	0.41
0.12	0.26	0.38
0.13	0.28	0.31
0.15	0.30	0.22
0.16	0.30	0.15
0.18	0.28	0.10
0.21	0.26	0.03
0.24	0.22	-0.06
0.26	0.17	-0.15
0.26	0.14	-0.21
0.22	0.12	-0.30
0.10	0.02	-0.23
0.10	-0.12	-0.10
0.08	-0.11	-0.20
0.01	-0.07	-0.38
-0.08	-0.08	-0.54
-0.12	-0.10	-0.64
-0.09	-0.06	-0.65
-0.09	0.01	-0.61
-0.09	0.08	-0.51
