0.02	-0.00	0.97
0.02	-0.01	0.97
0.02	-0.00	0.97
0.02	-0.00	0.96
0.02	-0.01	0.97
0.02	-0.01	0.97
0.02	-0.00	0.97
0.02	-0.01	0.97
0.02	-0.01	0.97
0.02	-0.00	0.97
0.02	-0.01	0.96
0.02	-0.00	0.96
0.02	-0.01	0.97
0.02	-0.01	0.97
0.02	-0.01	0.97
0.02	-0.01	0.97
0.02	-0.01	0.97
0.02	-0.01	0.97
0.02	-0.01	0.96
0.02	-0.01	0.97
0.02	-0.01	0.97
0.02	-0.01	0.96
0.02	-0.01	0.96
0.02	-0.01	0.97
0.02	-0.01	0.97
0.02	-0.01	0.97
0.02	-0.00	0.97
0.02	-0.01	0.96
0.02	-0.01	0.96
0.02	-0.01	0.97
0.02	-0.00	0.97
0.02	-0.00	0.97
0.02	-0.00	0.97
0.02	-0.01	0.96
0.02	-0.01	0.96
0.02	-0.00	0.97
0.02	-0.01	0.97
0.02	-0.01	0.97
0.02	-0.01	0.97
0.02	-0.01	0.97
0.02	-0.01	0.97
0.02	-0.01	0.97
0.02	-0.01	0.97
0.02	-0.01	0.97
0.02	-0.01	0.97
0.02	-0.01	0.96
0.02	-0.01	0.96
0.02	-0.01	0.97
0.02	-0.00	0.97
0.02	-0.00	0.96
0.02	-0.01	0.97
0.02	-0.01	0.97
0.02	-0.01	0.97
0.02	-0.01	0.96
0.02	-0.01	0.97
0.02	-0.01	0.97
0.02	-0.01	0.97
0.02	-0.01	0.97
0.02	-0.00	0.96
0.02	-0.01	0.96
0.02	-0.00	0.97
0.02	-0.01	0.96
0.02	-0.01	0.96
0.02	-0.01	0.97
0.02	-0.01	0.96
0.02	-0.00	0.97
0.02	-0.00	0.97
0.02	-0.01	0.97
0.02	-0.00	0.96
0.02	-0.01	0.96
0.04	-0.02	0.97
0.05	-0.02	0.97
0.19	0.12	0.96
0.41	0.26	0.96
0.18	0.16	0.94
0.07	0.03	0.94
0.19	-0.04	0.96
0.22	-0.20	1.38
0.21	-0.15	1.29
0.28	-0.21	0.97
-1.00	-0.43	1.03
-0.72	0.48	0.65
-0.11	0.20	1.04
0.04	-0.07	1.04
-0.06	-0.08	0.94
-0.11	-0.16	1.00
-0.14	-0.12	1.00
-0.04	-0.12	1.01
0.06	-0.12	1.03
0.05	-0.13	1.04
0.07	-0.15	0.97
0.11	-0.20	0.99
0.18	-0.31	0.96
0.25	-0.26	0.98
0.23	-0.16	1.07
0.13	-0.21	1.28
0.16	-0.27	1.38
0.16	-0.31	1.41
0.18	-0.34	1.39
0.18	-0.34	1.35
0.06	-0.35	1.28
0.01	-0.33	1.22
0.00	-0.30	1.20
-0.01	-0.29	1.17
0.00	-0.30	1.15
0.04	-0.28	1.18
0.07	-0.27	1.22
0.09	-0.27	1.23
0.08	-0.27	1.23
0.06	-0.27	1.24
0.02	-0.30	1.22
0.00	-0.30	1.18
0.01	-0.29	1.13
0.01	-0.26	1.09
0.00	-0.23	1.05
0.01	-0.23	1.02
0.04	-0.21	1.00
0.09	-0.21	0.99
0.13	-0.21	0.99
0.15	-0.21	1.00
0.17	-0.21	1.02
0.19	-0.21	1.02
0.20	-0.21	1.02
0.20	-0.19	0.98
0.24	-0.16	0.94
0.34	-0.12	0.95
0.36	-0.10	0.91
0.37	-0.10	0.87
0.39	-0.12	0.82
0.43	-0.09	0.83
0.46	-0.06	0.85
0.48	-0.02	0.85
0.46	0.01	0.83
0.44	-0.00	0.81
0.41	-0.00	0.79
0.38	0.03	0.77
0.37	0.06	0.72
0.36	0.08	0.68
0.38	0.10	0.65
0.38	0.12	0.63
0.36	0.16	0.63
0.33	0.22	0.64
0.33	0.28	0.66
0.33	0.31	0.66
0.32	0.31	0.64
0.30	0.30	0.62
0.30	0.29	0.60
0.27	0.28	0.56
0.23	0.31	0.51
0.19	0.35	0.45
0.17	0.37	0.40
0.16	0.37	0.38
0.15	0.36	0.34
0.13	0.35	0.30
0.10	0.35	0.29
0.05	0.37	0.32
0.01	0.36	0.35
-0.02	0.35	0.36
-0.02	0.32	0.35
-0.05	0.35	0.32
-0.07	0.33	0.30
-0.11	0.29	0.25
-0.14	0.28	0.20
-0.18	0.26	0.15
-0.24	0.25	0.11
-0.33	0.23	0.05
-0.34	0.20	-0.01
-0.26	0.15	0.01
-0.22	0.14	0.02
-0.16	0.12	0.01
-0.14	0.08	-0.00
-0.20	0.04	0.02
-0.33	0.04	0.12
-0.46	0.14	0.27
-0.58	0.22	0.45
-0.62	0.30	0.59
-0.67	0.33	0.68
-0.63	0.43	0.74
-0.57	0.46	0.81
-0.51	0.46	0.85
-0.38	0.46	0.94
-0.20	0.43	1.05
0.00	0.42	1.26
0.16	0.44	1.43
0.13	0.37	1.55
0.15	0.39	1.60
0.11	0.43	1.62
0.07	0.54	1.65
-0.01	0.56	1.69
-0.12	0.47	1.72
-0.18	0.39	1.74
-0.19	0.38	1.79
-0.25	0.42	1.88
-0.34	0.46	1.97
-0.30	0.51	2.15
-0.22	0.63	2.29
-0.17	0.69	2.42
-0.10	0.73	2.51
-0.03	0.79	2.53
0.02	0.83	2.52
0.09	0.86	2.50
0.16	0.86	2.48
0.22	0.82	2.45
0.34	0.78	2.45
0.36	0.74	2.38
0.42	0.69	2.34
0.46	0.63	2.29
0.41	0.53	2.20
0.37	0.45	2.13
0.37	0.42	2.09
0.32	0.41	2.02
0.27	0.37	2.03
0.20	0.35	1.98
0.19	0.32	1.93
0.19	0.28	1.85
0.17	0.22	1.78
0.17	0.19	1.73
0.13	0.17	1.64
0.10	0.12	1.58
